user_id,age,tenure_days,region,device,prior_spend_12m,sessions_30d,offer_received,upgraded_to_new_tier,new_tier_monthly_revenue
24020,49,578,NA,Android,0.28,6,0,0,0.0
24021,56,749,APAC,iOS,5.79,11,0,0,0.0
24022,55,1199,EU,iOS,3.32,11,1,0,0.0
24023,20,34,NA,Android,4.52,4,1,0,0.0
24024,24,158,NA,iOS,1.2,12,1,0,0.0
24025,32,256,EU,Android,6.83,13,0,0,0.0
24026,55,1154,NA,Web,4.14,12,0,0,0.0
24027,61,1037,NA,iOS,3.51,3,1,1,4.71
24028,50,512,LATAM,Android,1.41,3,0,0,0.0
24029,58,619,NA,Android,4.76,13,1,1,5.11
24030,29,1079,APAC,Android,5.67,8,1,0,0.0
24031,34,953,APAC,Web,4.34,4,0,0,0.0
24032,45,9,LATAM,Android,5.18,10,0,0,0.0
24033,38,1000,EU,iOS,10.01,11,1,0,0.0
24034,50,673,NA,Android,2.21,9,1,0,0.0
24035,25,509,NA,Web,1.39,1,0,0,0.0
24036,56,813,APAC,Android,2.57,14,1,0,0.0
24037,18,884,EU,Android,0.3,16,0,0,0.0
24038,35,409,LATAM,Web,1.15,5,0,0,0.0
24039,41,176,APAC,iOS,0.37,10,0,0,0.0
24040,45,675,EU,Android,2.49,13,0,0,0.0
24041,39,1186,LATAM,Android,9.27,11,1,0,0.0
24042,46,945,APAC,Web,5.01,5,0,1,10.0
24043,46,320,EU,Web,0.67,3,1,0,0.0
24044,53,912,APAC,iOS,0.12,15,1,0,0.0
24045,36,337,EU,iOS,1.21,8,0,0,0.0
24046,37,1030,LATAM,iOS,0.36,13,0,1,20.66
24047,25,952,LATAM,iOS,10.03,11,1,0,0.0
24048,32,1091,LATAM,Web,1.89,11,1,0,0.0
24049,30,649,EU,Android,7.82,18,0,0,0.0
24050,21,61,NA,Android,31.19,2,1,0,0.0
24051,45,548,NA,Web,8.02,6,1,0,0.0
24052,50,542,LATAM,Android,1.88,12,0,0,0.0
24053,35,784,NA,iOS,0.86,4,0,0,0.0
24054,28,1108,EU,Android,1.12,7,0,0,0.0
24055,20,487,APAC,Android,1.95,4,1,0,0.0
24056,64,475,APAC,Android,6.23,18,1,0,0.0
24057,32,796,NA,iOS,6.02,15,0,0,0.0
24058,49,80,NA,Android,1.62,17,1,0,0.0
24059,31,1191,APAC,iOS,1.82,5,1,0,0.0
24060,53,844,EU,Android,5.01,5,1,0,0.0
24061,50,613,EU,Android,2.6,12,0,1,5.08
24062,55,274,EU,Android,3.05,2,0,0,0.0
24063,48,1149,NA,Android,2.67,5,1,1,9.56
24064,61,520,NA,Android,1.24,13,1,0,0.0
24065,65,945,EU,Android,9.77,8,1,0,0.0
24066,63,615,NA,iOS,2.08,10,0,0,0.0
24067,62,517,NA,Web,5.34,13,0,0,0.0
24068,63,881,NA,iOS,1.8,12,0,1,7.44
24069,45,630,NA,Web,3.44,17,1,0,0.0
24070,32,592,LATAM,Android,4.52,14,0,0,0.0
24071,23,196,NA,Android,3.26,5,1,0,0.0
24072,24,797,NA,Android,1.84,8,0,1,9.63
24073,24,791,NA,Android,6.48,1,0,0,0.0
24074,58,978,APAC,Web,2.22,6,0,0,0.0
24075,63,942,NA,Android,1.47,12,1,0,0.0
24076,51,851,APAC,iOS,3.92,12,0,0,0.0
24077,39,287,LATAM,Android,15.93,9,0,0,0.0
24078,41,56,APAC,Web,0.79,13,0,0,0.0
24079,36,57,EU,iOS,2.29,6,0,0,0.0
24080,34,711,APAC,Web,25.09,2,0,0,0.0
24081,40,669,NA,Android,0.25,9,1,0,0.0
24082,30,444,APAC,iOS,19.06,1,1,0,0.0
24083,61,115,EU,iOS,2.03,2,0,0,0.0
24084,59,983,NA,Android,2.98,11,1,0,0.0
24085,51,966,NA,Web,5.81,9,0,0,0.0
24086,63,59,APAC,Web,5.14,16,0,0,0.0
24087,45,1183,NA,Android,1.22,5,1,1,12.55
24088,36,1031,LATAM,Android,1.05,9,0,0,0.0
24089,46,381,EU,Android,42.85,7,1,1,3.7
24090,34,1105,NA,Android,1.2,5,0,0,0.0
24091,18,197,NA,Android,9.54,8,0,0,0.0
24092,26,771,APAC,iOS,12.6,5,0,0,0.0
24093,41,1180,NA,Android,2.1,7,0,0,0.0
24094,59,512,EU,iOS,1.18,3,0,0,0.0
24095,36,614,LATAM,iOS,2.0,10,0,0,0.0
24096,21,315,APAC,Android,6.84,6,1,0,0.0
24097,45,976,NA,Android,0.26,16,1,0,0.0
24098,33,1079,LATAM,iOS,1.43,13,1,0,0.0
24099,61,107,NA,Android,7.25,11,1,0,0.0
24100,56,1153,NA,Web,0.79,5,0,0,0.0
24101,47,320,APAC,Android,1.65,16,1,0,0.0
24102,28,818,APAC,iOS,2.99,7,0,0,0.0
24103,60,65,EU,Android,2.84,17,0,0,0.0
24104,63,858,NA,iOS,2.03,10,0,0,0.0
24105,29,648,EU,Web,5.22,0,1,0,0.0
24106,45,253,LATAM,iOS,1.45,24,0,0,0.0
24107,36,326,LATAM,Android,1.7,6,0,0,0.0
24108,50,289,EU,Android,1.01,5,0,0,0.0
24109,29,1156,NA,Web,3.68,16,0,0,0.0
24110,57,334,NA,Android,3.7,10,0,0,0.0
24111,38,855,EU,Android,18.27,8,0,0,0.0
24112,52,956,EU,iOS,1.72,4,0,0,0.0
24113,29,796,NA,iOS,0.28,5,1,0,0.0
24114,55,466,NA,Android,1.17,14,0,0,0.0
24115,60,463,LATAM,Android,0.69,8,0,0,0.0
24116,57,808,NA,iOS,1.42,10,0,0,0.0
24117,32,956,EU,Web,16.45,6,1,0,0.0
24118,37,750,NA,Web,3.04,9,1,0,0.0
24119,55,1124,EU,Web,12.13,7,1,0,0.0
24120,61,590,EU,Android,14.56,7,0,1,5.59
24121,64,1171,EU,Android,1.77,6,0,0,0.0
24122,45,852,EU,Android,2.07,4,1,1,3.79
24123,33,524,LATAM,iOS,2.33,6,1,0,0.0
24124,42,690,NA,iOS,0.7,5,0,0,0.0
24125,35,20,APAC,iOS,2.33,7,1,0,0.0
24126,54,1155,EU,Web,5.28,14,1,0,0.0
24127,51,1038,NA,iOS,5.26,2,1,0,0.0
24128,53,750,NA,Web,1.66,7,1,0,0.0
24129,19,47,LATAM,Android,1.26,9,0,0,0.0
24130,21,510,APAC,iOS,7.51,12,0,0,0.0
24131,20,52,NA,iOS,2.61,13,0,0,0.0
24132,49,1023,NA,iOS,2.1,11,1,0,0.0
24133,24,1130,APAC,Android,4.22,11,1,0,0.0
24134,27,1093,EU,Android,5.75,3,0,0,0.0
24135,43,938,APAC,Android,0.85,9,1,0,0.0
24136,29,688,NA,iOS,1.56,12,0,0,0.0
24137,31,585,APAC,iOS,1.86,9,0,0,0.0
24138,38,237,APAC,iOS,1.11,4,0,0,0.0
24139,64,291,LATAM,iOS,10.24,8,0,0,0.0
24140,47,394,NA,Android,7.7,7,1,0,0.0
24141,27,446,NA,iOS,1.31,17,1,0,0.0
24142,41,821,LATAM,Android,0.31,14,0,1,11.87
24143,19,556,EU,Android,0.86,5,1,0,0.0
24144,18,1170,NA,iOS,1.87,5,1,1,7.83
24145,60,192,NA,iOS,27.0,4,0,0,0.0
24146,31,826,NA,Android,3.17,16,0,1,11.87
24147,55,385,LATAM,Android,2.26,5,1,0,0.0
24148,22,892,NA,Android,2.16,4,1,0,0.0
24149,50,270,APAC,Web,6.5,8,0,1,6.47
24150,24,1077,EU,Android,3.06,7,1,0,0.0
24151,44,439,NA,Android,4.79,8,1,0,0.0
24152,34,706,EU,iOS,5.15,12,0,0,0.0
24153,60,722,NA,Android,2.27,8,1,0,0.0
24154,42,224,NA,Android,3.1,9,1,0,0.0
24155,22,579,APAC,Android,0.76,7,0,0,0.0
24156,49,997,NA,Android,8.81,13,1,0,0.0
24157,29,457,EU,Android,2.01,10,0,0,0.0
24158,64,613,NA,Web,11.04,9,1,1,5.93
24159,24,317,EU,Web,1.04,10,1,0,0.0
24160,53,511,APAC,Android,11.69,7,0,1,10.12
24161,45,908,APAC,iOS,10.8,10,1,1,5.38
24162,45,250,EU,iOS,3.4,8,0,0,0.0
24163,49,69,NA,Web,3.67,7,0,1,3.73
24164,33,0,NA,Web,6.82,6,0,0,0.0
24165,57,96,APAC,iOS,1.52,5,0,0,0.0
24166,56,160,EU,iOS,4.04,4,0,0,0.0
24167,35,1015,NA,Web,4.03,2,0,0,0.0
24168,52,495,EU,iOS,3.02,12,1,0,0.0
24169,51,14,NA,Web,1.27,5,0,0,0.0
24170,57,364,APAC,iOS,7.79,8,1,0,0.0
24171,36,89,EU,iOS,0.76,17,0,0,0.0
24172,61,4,EU,Web,4.27,8,0,0,0.0
24173,21,643,EU,iOS,7.82,3,0,0,0.0
24174,36,861,NA,Android,4.02,14,0,0,0.0
24175,35,59,EU,iOS,0.29,15,1,0,0.0
24176,41,821,APAC,Android,5.34,11,0,1,6.89
24177,43,500,APAC,Web,2.75,6,0,0,0.0
24178,62,1054,NA,iOS,12.7,3,1,0,0.0
24179,56,992,NA,Android,9.67,5,1,0,0.0
24180,35,39,APAC,iOS,2.99,3,1,0,0.0
24181,60,989,APAC,Android,4.68,5,1,0,0.0
24182,40,152,LATAM,Android,3.89,16,1,0,0.0
24183,55,979,APAC,Android,2.91,7,0,0,0.0
24184,40,1137,NA,iOS,2.87,5,0,1,15.03
24185,62,446,APAC,Android,8.29,18,0,0,0.0
24186,55,549,NA,Android,11.19,4,1,0,0.0
24187,57,247,EU,iOS,2.5,6,1,0,0.0
24188,22,908,NA,Android,10.7,10,1,1,11.2
24189,24,422,NA,Android,0.23,3,1,0,0.0
24190,50,406,NA,iOS,5.62,10,0,0,0.0
24191,41,959,NA,iOS,3.2,4,0,0,0.0
24192,30,423,APAC,Android,0.59,8,0,0,0.0
24193,28,43,LATAM,Android,1.63,11,1,0,0.0
24194,30,324,EU,Android,5.51,23,1,0,0.0
24195,53,240,EU,Android,3.29,6,1,0,0.0
24196,36,504,NA,Android,5.72,20,0,0,0.0
24197,37,482,APAC,Android,21.37,10,1,0,0.0
24198,33,78,NA,iOS,14.1,7,1,1,6.44
24199,53,375,NA,Android,12.38,9,0,0,0.0
24200,65,759,NA,Android,3.27,5,0,0,0.0
24201,19,1070,EU,Android,9.38,4,1,0,0.0
24202,42,1173,NA,Android,1.65,13,1,1,4.93
24203,30,1118,NA,iOS,2.25,8,1,0,0.0
24204,27,1151,APAC,iOS,3.75,10,1,1,5.45
24205,24,398,NA,Android,4.36,12,1,0,0.0
24206,35,723,NA,Web,18.89,19,0,0,0.0
24207,32,739,LATAM,Web,5.92,14,1,0,0.0
24208,50,4,NA,Web,3.55,15,0,0,0.0
24209,38,532,APAC,Web,7.45,9,1,0,0.0
24210,62,247,NA,iOS,20.42,5,0,0,0.0
24211,51,613,EU,Android,2.45,8,1,0,0.0
24212,46,855,NA,iOS,1.22,9,0,1,14.17
24213,55,465,EU,Web,4.03,5,1,0,0.0
24214,26,334,NA,Android,1.03,5,1,0,0.0
24215,54,673,LATAM,Android,5.64,4,1,0,0.0
24216,44,1022,NA,Web,11.24,15,1,0,0.0
24217,57,985,APAC,Android,8.29,7,0,0,0.0
24218,37,225,NA,iOS,21.54,4,0,0,0.0
24219,26,345,NA,Android,1.42,14,0,0,0.0
24220,34,938,NA,iOS,4.26,8,0,0,0.0
24221,43,250,APAC,Android,2.94,8,1,0,0.0
24222,40,1072,EU,Android,1.77,11,1,0,0.0
24223,40,413,NA,Android,7.61,12,0,0,0.0
24224,23,1052,LATAM,Web,2.72,14,0,0,0.0
24225,45,563,NA,Android,2.87,4,1,0,0.0
24226,51,944,NA,iOS,1.81,9,1,0,0.0
24227,23,405,APAC,iOS,4.98,9,0,0,0.0
24228,55,187,NA,iOS,0.3,10,1,0,0.0
24229,43,228,NA,iOS,6.16,8,1,1,10.11
24230,48,202,LATAM,Android,0.56,8,0,0,0.0
24231,27,437,NA,iOS,0.92,8,1,0,0.0
24232,25,530,NA,Android,1.01,11,0,1,15.89
24233,65,655,NA,Android,1.43,12,1,0,0.0
24234,37,389,NA,Android,1.42,9,1,0,0.0
24235,33,4,APAC,iOS,1.47,12,0,0,0.0
24236,25,676,LATAM,iOS,4.67,6,0,1,18.85
24237,34,989,NA,iOS,4.69,10,1,0,0.0
24238,48,536,NA,Android,1.12,7,1,0,0.0
24239,65,333,APAC,iOS,5.04,17,1,0,0.0
24240,62,606,NA,Android,14.84,4,0,0,0.0
24241,51,461,NA,Web,13.11,15,0,0,0.0
24242,64,485,LATAM,iOS,1.22,6,1,0,0.0
24243,22,954,NA,Android,13.21,11,0,1,6.28
24244,38,636,LATAM,Android,0.28,18,1,0,0.0
24245,52,355,APAC,iOS,0.99,14,0,0,0.0
24246,47,181,EU,iOS,4.68,3,0,0,0.0
24247,26,449,APAC,Android,3.0,12,0,0,0.0
24248,22,1163,LATAM,iOS,1.32,19,0,0,0.0
24249,44,211,NA,Android,3.7,3,1,1,7.61
24250,30,555,APAC,iOS,14.92,9,1,1,16.26
24251,33,401,LATAM,iOS,5.31,5,0,0,0.0
24252,64,714,NA,iOS,8.39,12,0,1,31.01
24253,27,1132,APAC,Android,6.68,4,1,0,0.0
24254,21,355,NA,Android,2.19,12,1,0,0.0
24255,59,244,APAC,Web,4.53,9,0,0,0.0
24256,28,79,APAC,Android,6.17,17,1,0,0.0
24257,48,181,EU,Android,0.36,10,0,0,0.0
24258,20,366,NA,iOS,7.84,8,1,0,0.0
24259,56,466,NA,Web,1.63,12,1,0,0.0
24260,37,742,NA,Android,1.21,12,0,0,0.0
24261,45,474,NA,iOS,0.72,9,0,0,0.0
24262,32,391,NA,iOS,3.96,25,1,0,0.0
24263,58,1185,APAC,iOS,4.39,15,0,0,0.0
24264,44,1009,EU,Android,7.26,4,1,1,9.41
24265,25,682,NA,iOS,3.17,19,1,0,0.0
24266,40,199,NA,iOS,2.62,15,0,1,19.2
24267,27,78,NA,Android,24.34,11,0,0,0.0
24268,43,850,LATAM,Android,1.45,4,1,1,3.06
24269,62,548,NA,iOS,9.7,4,0,0,0.0
24270,52,415,NA,Android,0.65,8,1,0,0.0
24271,39,1182,LATAM,iOS,1.49,3,0,0,0.0
24272,49,466,NA,Android,1.6,13,1,0,0.0
24273,19,720,APAC,iOS,9.06,6,1,0,0.0
24274,41,30,EU,Web,1.96,9,0,0,0.0
24275,41,523,NA,Android,10.52,13,0,0,0.0
24276,50,392,NA,Android,3.2,8,0,0,0.0
24277,26,962,NA,iOS,0.8,23,1,1,9.81
24278,50,489,NA,iOS,5.33,10,1,0,0.0
24279,19,533,NA,Android,1.89,9,1,0,0.0
24280,61,96,NA,iOS,4.95,11,0,0,0.0
24281,47,439,LATAM,Android,3.43,13,1,0,0.0
24282,31,613,APAC,iOS,10.92,15,0,1,10.54
24283,25,669,NA,Android,0.36,15,0,0,0.0
24284,29,761,APAC,Android,4.52,14,0,0,0.0
24285,51,748,NA,iOS,3.18,15,0,0,0.0
24286,38,734,NA,Android,9.6,3,0,0,0.0
24287,35,1143,LATAM,Web,7.34,6,0,1,8.57
24288,58,985,EU,iOS,6.99,10,0,0,0.0
24289,27,803,EU,iOS,4.67,7,0,1,9.14
24290,61,938,NA,Android,1.77,5,1,0,0.0
24291,64,820,APAC,Web,5.49,4,1,0,0.0
24292,61,435,NA,Web,17.93,8,0,0,0.0
24293,22,473,EU,iOS,7.49,9,0,0,0.0
24294,35,519,LATAM,iOS,12.9,16,0,0,0.0
24295,53,340,NA,Web,3.9,10,0,0,0.0
24296,23,77,NA,Android,5.62,7,1,0,0.0
24297,57,82,NA,iOS,1.82,15,0,0,0.0
24298,57,1161,NA,Android,0.76,13,0,0,0.0
24299,46,556,LATAM,iOS,1.78,16,1,1,5.35
24300,31,1062,NA,iOS,3.42,6,1,0,0.0
24301,58,1132,LATAM,Android,7.6,15,1,0,0.0
24302,64,1033,APAC,iOS,1.62,16,0,0,0.0
24303,32,638,NA,Android,6.39,5,0,0,0.0
24304,22,214,EU,Android,2.28,12,1,0,0.0
24305,19,592,EU,iOS,6.83,18,1,0,0.0
24306,63,1074,NA,Android,8.35,2,1,0,0.0
24307,36,333,NA,iOS,0.62,11,0,0,0.0
24308,64,897,EU,iOS,3.14,19,0,1,15.96
24309,41,835,APAC,Web,1.51,4,1,0,0.0
24310,48,688,EU,iOS,2.06,7,0,0,0.0
24311,29,576,NA,Android,4.48,8,0,1,20.09
24312,36,662,NA,Android,1.09,2,1,0,0.0
24313,54,206,APAC,iOS,3.78,3,0,0,0.0
24314,41,8,EU,iOS,0.6,11,1,0,0.0
24315,43,607,NA,iOS,0.37,13,0,0,0.0
24316,33,585,APAC,iOS,4.68,7,0,0,0.0
24317,49,653,EU,Android,10.69,7,1,0,0.0
24318,40,350,LATAM,iOS,13.81,13,0,1,3.65
24319,48,929,NA,Web,0.68,11,0,0,0.0
24320,61,72,APAC,Android,2.96,15,1,0,0.0
24321,60,249,EU,Android,3.57,11,0,0,0.0
24322,28,994,NA,Android,3.59,5,1,1,18.52
24323,31,81,APAC,Android,6.51,4,0,0,0.0
24324,41,220,APAC,Android,6.08,14,1,0,0.0
24325,34,433,NA,Android,1.11,2,0,0,0.0
24326,22,850,NA,Android,2.43,17,1,1,38.68
24327,57,176,LATAM,Android,4.44,8,1,0,0.0
24328,53,183,NA,Android,9.8,4,0,0,0.0
24329,57,619,EU,iOS,1.31,8,1,1,10.94
24330,36,151,NA,Android,16.02,1,0,0,0.0
24331,28,1009,NA,Android,1.86,10,0,0,0.0
24332,52,48,EU,Android,4.34,4,1,0,0.0
24333,39,315,EU,Web,2.07,7,0,0,0.0
24334,52,798,NA,Android,8.01,6,1,0,0.0
24335,32,89,NA,iOS,0.91,4,0,0,0.0
24336,62,852,NA,Web,24.32,12,0,0,0.0
24337,55,157,EU,Web,7.84,23,1,0,0.0
24338,54,23,EU,Android,1.96,9,0,0,0.0
24339,34,921,APAC,iOS,8.01,4,0,0,0.0
24340,57,969,APAC,Android,8.72,10,0,1,12.68
24341,29,689,NA,Web,1.27,11,0,0,0.0
24342,26,213,LATAM,Web,4.71,14,1,0,0.0
24343,64,522,APAC,iOS,1.06,6,0,0,0.0
24344,50,660,NA,iOS,3.92,8,1,0,0.0
24345,60,156,NA,Android,4.21,10,1,0,0.0
24346,42,770,APAC,iOS,6.06,5,1,0,0.0
24347,30,689,APAC,iOS,7.84,6,1,0,0.0
24348,18,879,LATAM,Web,5.15,11,1,0,0.0
24349,20,130,NA,Web,9.37,16,1,0,0.0
24350,58,1168,NA,Android,3.9,11,1,0,0.0
24351,31,392,NA,Web,6.23,5,1,0,0.0
24352,28,824,LATAM,Web,7.72,9,0,0,0.0
24353,42,77,APAC,iOS,4.64,3,1,0,0.0
24354,25,693,NA,iOS,4.96,8,0,0,0.0
24355,55,338,EU,Web,1.28,8,0,0,0.0
24356,46,717,NA,Web,5.38,5,1,0,0.0
24357,18,156,APAC,iOS,1.33,10,0,0,0.0
24358,29,1017,APAC,iOS,1.63,13,1,0,0.0
24359,44,59,APAC,Android,3.09,2,0,0,0.0
24360,46,853,APAC,Android,1.02,4,0,0,0.0
24361,34,439,NA,iOS,3.53,14,0,0,0.0
24362,18,935,APAC,iOS,10.79,22,0,0,0.0
24363,47,1032,NA,iOS,22.76,5,1,0,0.0
24364,27,1047,APAC,Android,4.65,8,1,0,0.0
24365,23,675,NA,Android,7.22,14,0,0,0.0
24366,41,1179,NA,iOS,4.35,4,1,0,0.0
24367,55,486,LATAM,Android,20.49,4,1,0,0.0
24368,44,302,EU,Android,0.31,11,0,0,0.0
24369,57,1190,APAC,Android,0.59,22,1,0,0.0
24370,65,5,LATAM,iOS,0.88,18,1,0,0.0
24371,26,122,NA,iOS,1.63,15,0,1,18.3
24372,25,269,NA,iOS,1.13,9,0,1,7.63
24373,47,248,APAC,Android,1.59,11,0,0,0.0
24374,65,703,NA,Android,3.11,15,0,0,0.0
24375,57,194,NA,Web,1.19,5,0,0,0.0
24376,46,261,NA,Android,7.02,2,1,0,0.0
24377,28,125,NA,Android,9.21,3,1,0,0.0
24378,34,26,APAC,iOS,5.8,11,1,0,0.0
24379,19,759,EU,Android,1.84,16,1,0,0.0
24380,20,106,EU,Web,8.47,0,1,0,0.0
24381,57,309,EU,iOS,2.82,5,0,0,0.0
24382,43,846,NA,Android,9.83,16,0,0,0.0
24383,24,31,EU,Android,1.09,18,0,0,0.0
24384,38,31,APAC,Android,0.8,4,1,0,0.0
24385,29,926,NA,Android,19.06,13,1,1,7.06
24386,49,758,APAC,iOS,7.03,8,1,0,0.0
24387,50,969,NA,Android,10.65,6,1,0,0.0
24388,46,1075,NA,Android,2.59,4,0,0,0.0
24389,29,738,APAC,iOS,6.05,9,0,1,5.69
24390,19,453,NA,iOS,5.65,11,1,0,0.0
24391,26,923,EU,Android,0.71,12,0,0,0.0
24392,26,325,APAC,Android,2.99,3,0,0,0.0
24393,20,135,EU,iOS,1.55,16,1,0,0.0
24394,53,393,NA,Android,2.21,11,0,0,0.0
24395,24,526,APAC,Web,9.27,6,0,0,0.0
24396,27,837,NA,Android,1.63,11,1,0,0.0
24397,43,609,EU,iOS,4.61,16,0,0,0.0
24398,28,653,NA,Android,3.32,8,1,0,0.0
24399,52,414,NA,iOS,4.43,2,1,0,0.0
24400,32,1198,APAC,iOS,0.79,11,1,0,0.0
24401,25,177,APAC,Web,0.84,2,0,0,0.0
24402,30,751,APAC,Web,2.8,7,0,0,0.0
24403,28,399,NA,iOS,3.27,2,0,0,0.0
24404,51,425,NA,iOS,8.3,9,1,0,0.0
24405,32,501,EU,Android,2.79,6,0,0,0.0
24406,52,1008,NA,Web,9.17,13,1,1,6.93
24407,31,957,APAC,Web,5.76,8,1,0,0.0
24408,38,428,EU,Web,0.43,9,0,0,0.0
24409,46,354,EU,Android,1.18,7,0,0,0.0
24410,50,541,APAC,iOS,3.38,11,1,0,0.0
24411,27,572,NA,Android,2.65,10,1,0,0.0
24412,43,664,EU,Android,11.74,3,1,0,0.0
24413,26,312,APAC,iOS,6.64,18,0,0,0.0
24414,45,595,NA,Android,0.69,0,0,1,6.11
24415,40,1148,NA,iOS,0.78,13,1,0,0.0
24416,47,599,NA,Android,0.52,12,0,0,0.0
24417,49,487,NA,Android,0.93,5,1,0,0.0
24418,38,537,NA,iOS,9.33,14,1,0,0.0
24419,35,797,APAC,Android,0.73,11,0,0,0.0
24420,47,326,APAC,Android,1.41,14,1,0,0.0
24421,54,687,EU,Android,1.9,4,0,0,0.0
24422,60,687,NA,iOS,2.17,10,0,0,0.0
24423,35,300,NA,Android,6.03,7,1,0,0.0
24424,47,203,APAC,iOS,9.74,12,0,0,0.0
24425,64,473,EU,Web,3.47,8,1,0,0.0
24426,25,937,EU,Android,1.19,12,0,1,3.0
24427,42,588,NA,iOS,3.55,9,0,0,0.0
24428,54,22,NA,iOS,0.54,12,0,0,0.0
24429,42,254,EU,iOS,1.73,12,0,0,0.0
24430,27,65,APAC,iOS,1.16,5,0,0,0.0
24431,35,30,EU,Web,7.91,13,0,1,11.49
24432,45,472,NA,Android,2.38,2,0,0,0.0
24433,65,626,APAC,iOS,1.33,4,0,0,0.0
24434,19,696,LATAM,Web,1.37,7,0,0,0.0
24435,62,1159,APAC,iOS,2.0,8,1,1,11.96
24436,37,829,NA,Android,8.33,7,0,0,0.0
24437,34,491,NA,Android,1.45,2,0,0,0.0
24438,47,798,LATAM,Android,10.54,6,0,0,0.0
24439,21,1040,APAC,Android,11.97,2,0,1,12.38
24440,54,1174,NA,Web,2.66,10,1,0,0.0
24441,20,1149,APAC,iOS,2.29,6,0,0,0.0
24442,53,819,APAC,Android,0.61,5,0,0,0.0
24443,59,613,NA,Android,2.34,13,0,0,0.0
24444,57,470,APAC,iOS,1.54,7,1,0,0.0
24445,33,578,NA,iOS,37.59,10,0,0,0.0
24446,58,716,NA,Android,2.13,9,1,1,4.47
24447,26,308,NA,iOS,0.38,10,1,0,0.0
24448,25,452,EU,iOS,0.67,6,0,1,7.56
24449,43,210,APAC,Android,5.56,19,0,0,0.0
24450,33,1161,NA,Web,0.84,13,0,0,0.0
24451,32,1193,LATAM,iOS,2.44,9,1,0,0.0
24452,36,496,EU,Android,2.96,2,1,0,0.0
24453,26,748,NA,Android,5.77,7,1,0,0.0
24454,42,92,EU,iOS,0.77,4,0,0,0.0
24455,30,53,NA,Android,9.83,5,1,0,0.0
24456,46,469,EU,Android,1.43,11,0,0,0.0
24457,20,177,NA,Android,2.97,6,1,0,0.0
24458,51,788,LATAM,iOS,18.68,16,1,1,8.44
24459,60,1135,EU,Android,3.33,6,0,0,0.0
24460,35,474,NA,iOS,4.69,11,1,0,0.0
24461,63,938,LATAM,Android,8.03,9,1,0,0.0
24462,61,911,NA,iOS,7.36,4,1,0,0.0
24463,40,890,EU,iOS,1.27,24,0,1,7.76
24464,25,756,APAC,iOS,6.1,6,1,0,0.0
24465,55,41,EU,Android,20.97,13,0,0,0.0
24466,65,143,NA,Web,9.16,4,1,0,0.0
24467,19,358,EU,Web,1.9,26,1,0,0.0
24468,39,397,EU,iOS,4.06,6,0,0,0.0
24469,40,936,NA,iOS,2.19,6,0,0,0.0
24470,49,1124,NA,Android,0.87,13,1,0,0.0
24471,43,236,NA,Android,9.74,13,1,0,0.0
24472,55,500,NA,Android,1.92,4,0,0,0.0
24473,22,813,NA,iOS,3.21,3,0,0,0.0
24474,60,603,NA,iOS,5.37,17,0,0,0.0
24475,58,245,EU,iOS,1.18,2,0,0,0.0
24476,48,454,APAC,Android,11.24,9,0,0,0.0
24477,21,198,NA,Android,1.7,18,1,1,4.17
24478,52,118,NA,iOS,2.78,10,1,0,0.0
24479,49,928,NA,iOS,5.16,7,0,0,0.0
24480,64,694,EU,Android,10.84,3,0,0,0.0
24481,45,669,NA,iOS,13.42,7,1,1,7.68
24482,33,1148,NA,iOS,7.71,6,1,0,0.0
24483,61,563,EU,Android,0.3,19,0,0,0.0
24484,46,323,NA,iOS,4.89,12,0,0,0.0
24485,56,909,APAC,Android,2.43,8,0,1,7.57
24486,55,516,NA,Web,2.55,14,0,0,0.0
24487,42,125,EU,Android,27.24,5,0,0,0.0
24488,37,1143,APAC,iOS,0.87,11,0,0,0.0
24489,32,781,NA,Android,1.89,3,1,0,0.0
24490,30,287,NA,Android,2.07,13,0,0,0.0
24491,24,844,NA,Android,1.06,5,1,0,0.0
24492,60,387,NA,Android,2.95,12,1,0,0.0
24493,49,26,APAC,Web,9.14,8,0,0,0.0
24494,37,1115,EU,Android,0.84,9,1,0,0.0
24495,65,3,NA,Android,2.35,5,0,0,0.0
24496,52,587,LATAM,iOS,2.1,13,0,1,7.18
24497,26,429,NA,iOS,4.6,8,0,0,0.0
24498,60,628,LATAM,Android,2.75,7,1,1,4.35
24499,55,242,EU,Web,0.83,4,0,1,11.04
24500,21,815,NA,Android,1.14,18,0,0,0.0
24501,35,984,LATAM,iOS,1.86,12,0,0,0.0
24502,53,50,NA,Web,3.58,4,1,0,0.0
24503,48,782,NA,Android,1.44,7,0,0,0.0
24504,41,702,NA,Android,3.44,9,1,0,0.0
24505,18,391,NA,iOS,7.64,26,1,0,0.0
24506,63,297,APAC,Web,2.89,4,0,0,0.0
24507,40,448,APAC,iOS,6.72,3,0,0,0.0
24508,55,796,NA,Android,6.51,8,1,0,0.0
24509,60,525,APAC,Web,11.19,9,0,0,0.0
24510,34,877,APAC,Web,1.87,13,0,0,0.0
24511,42,254,APAC,Android,1.47,9,0,0,0.0
24512,21,496,NA,iOS,7.04,16,1,0,0.0
24513,54,368,APAC,Android,1.59,9,0,0,0.0
24514,41,825,EU,Web,2.69,11,0,0,0.0
24515,45,782,LATAM,iOS,1.29,9,1,0,0.0
24516,24,590,EU,iOS,1.93,7,1,1,15.74
24517,32,770,APAC,Android,10.18,8,0,0,0.0
